artist,comments,country,dated,department,description,id,img_url,medium,onview,role,submit_time,title,web_url
"Chinard, Joseph;",,china,1810,National Gallery of Art,"Gift of Daniel Wildenstein, in Honor of the 50th Anniversary of the National Gallery of Art",72013,"https://media.nga.gov/iiif/49105049-c869-49f6-9b09-a5d45cb2f8a1/full/!384,384/0/default.jpg",terracotta,True,Sculpture,2023-05-09 18:51:19,A Lady,https://www.nga.gov/collection/art-object-page.72013.html
"Cartier, Ferdinand;",,china,1936,National Gallery of Art,Index of American Design,17087,"https://media.nga.gov/iiif/c2ca8149-c267-4ab5-80ed-62f896639613/full/!384,384/0/default.jpg","watercolor, colored pencil, and graphite on paperboard",False,Index of American Design,2023-05-09 18:51:19,China Cabinet,https://www.nga.gov/collection/art-object-page.17087.html
"Saltar, Gordon;Loper, Edward L.;",,china,c. 1937,National Gallery of Art,Index of American Design,17089,"https://media.nga.gov/iiif/93b726be-0aa8-46b3-bd50-531fc5f9eb68/full/!384,384/0/default.jpg","watercolor, gouache, colored pencil, and graphite on paper",False,Index of American Design,2023-05-09 18:51:19,China Closet,https://www.nga.gov/collection/art-object-page.17089.html
"Meyers, Henry;",,china,c. 1936,National Gallery of Art,Index of American Design,17091,"https://media.nga.gov/iiif/1cea3e90-c321-49c0-88ec-b43e19da63c6/full/!384,384/0/default.jpg","watercolor, gouache, colored pencil, and graphite on paperboard",False,Index of American Design,2023-05-09 18:51:19,China Closet,https://www.nga.gov/collection/art-object-page.17091.html
"Prado, Josephine;",,china,c. 1940,National Gallery of Art,Index of American Design,18034,"https://media.nga.gov/iiif/14bc263e-2137-4eee-832d-e872578c9914/full/!384,384/0/default.jpg","watercolor, colored pencil, and graphite on paperboard",False,Index of American Design,2023-05-09 18:51:19,China Closet,https://www.nga.gov/collection/art-object-page.18034.html
"Bolser, Grace;",,china,c. 1940,National Gallery of Art,Index of American Design,18035,"https://media.nga.gov/iiif/1efff0ba-c21b-4434-b7fe-fbe5a6c68bb5/full/!384,384/0/default.jpg","watercolor, colored pencil, and graphite on paperboard",False,Index of American Design,2023-05-09 18:51:19,China Closet,https://www.nga.gov/collection/art-object-page.18035.html
"Darby, Edward A.;",,china,c. 1939,National Gallery of Art,Index of American Design,17090,"https://media.nga.gov/iiif/7f101985-b0c0-4ebe-a948-b85eb0ab9e68/full/!384,384/0/default.jpg","watercolor, gouache, colored pencil, pen and ink, and graphite on paperboard",False,Index of American Design,2023-05-09 18:51:19,China Cupboard,https://www.nga.gov/collection/art-object-page.17090.html
"Fairbanks, George;",,china,1935/1942,National Gallery of Art,Index of American Design,22464,"https://media.nga.gov/iiif/81be1fe8-1b78-41e3-9ed9-2b1e4c16f208/full/!384,384/0/default.jpg","watercolor, graphite, colored pencil, and pen and ink on paper",False,Index of American Design,2023-05-09 18:51:19,China Cupboard,https://www.nga.gov/collection/art-object-page.22464.html
"Brooks, Adele;",,china,c. 1940,National Gallery of Art,Index of American Design,27519,"https://media.nga.gov/iiif/f955e7e7-275c-4cb4-bba0-1f2a7d30f9f1/full/!384,384/0/default.jpg",watercolor and graphite on paper,False,Index of American Design,2023-05-09 18:51:19,China Doll,https://www.nga.gov/collection/art-object-page.27519.html
"Nelson, Lelah;",,china,c. 1941,National Gallery of Art,Index of American Design,27599,"https://media.nga.gov/iiif/c050c0e6-c286-432b-bd80-3161171bc2cb/full/!384,384/0/default.jpg",watercolor and graphite on paperboard,False,Index of American Design,2023-05-09 18:51:19,China Headed Doll,https://www.nga.gov/collection/art-object-page.27599.html
"Childers, William Paul;",,china,1935/1942,National Gallery of Art,Index of American Design,27602,"https://media.nga.gov/iiif/8ca30774-7172-48e4-bb9b-773600fac470/full/!384,384/0/default.jpg","watercolor, graphite, and gouache on paper",False,Index of American Design,2023-05-09 18:51:25,China Headed Doll,https://www.nga.gov/collection/art-object-page.27602.html
"Chichester, Beverly;",,china,c. 1936,National Gallery of Art,Index of American Design,27525,"https://media.nga.gov/iiif/dfe7a3ce-5b4a-4ef0-b513-e7af3ace1981/full/!384,384/0/default.jpg","watercolor, graphite, and gouache on paperboard",False,Index of American Design,2023-05-09 18:51:25,China-Headed Doll,https://www.nga.gov/collection/art-object-page.27525.html
"Murphy, Henry;",,china,1935/1942,National Gallery of Art,Index of American Design,27455,"https://media.nga.gov/iiif/31f48897-38c2-44f2-8920-cc12605f7f05/full/!384,384/0/default.jpg",watercolor and graphite on paper,False,Index of American Design,2023-05-09 18:51:25,China Headed Negro Doll,https://www.nga.gov/collection/art-object-page.27455.html
"Rosel, Vincent P.;",,china,c. 1938,National Gallery of Art,Index of American Design,19430,"https://media.nga.gov/iiif/47069009-6a80-4b6e-bd68-a6057ba9a254/full/!384,384/0/default.jpg","watercolor, graphite, colored pencil, pen and ink,and heightening on paper",False,Index of American Design,2023-05-09 18:51:25,China Invalid's Cup,https://www.nga.gov/collection/art-object-page.19430.html
"Holt, Geoffrey;",,china,c. 1937,National Gallery of Art,Index of American Design,19426,"https://media.nga.gov/iiif/48ce97e3-a00b-4943-8b3a-aff3abe7cd75/full/!384,384/0/default.jpg","watercolor, graphite, heightening, and pen and inkon paper",False,Index of American Design,2023-05-09 18:51:25,China Plate,https://www.nga.gov/collection/art-object-page.19426.html
"Georgetti, Guido (Wedo);",,china,c. 1935,National Gallery of Art,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",146957,"https://media.nga.gov/iiif/a4b6ece6-05ff-4d59-93e3-d961b966bea6/full/!384,384/0/default.jpg",lithograph,False,Print,2023-05-09 18:51:25,China Basin (San Francisco),https://www.nga.gov/collection/art-object-page.146957.html
"Pulsifer, Mina;",,china,c. 1935,National Gallery of Art,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",146096,"https://media.nga.gov/iiif/64ee955f-b637-488c-a270-57192c8ef82c/full/!384,384/0/default.jpg",color woodcut,False,Print,2023-05-09 18:51:25,China Ducks,https://www.nga.gov/collection/art-object-page.146096.html
"Kitaj, R. B.;Kelpra Studio;Marlborough Gallery;Schellenberg FL;",,china,1969-1970,National Gallery of Art,Gift of the Collectors Committee,95282,"https://media.nga.gov/iiif/1533a3a7-bf0b-43b2-b20c-efebd878bfc0/full/!384,384/0/default.jpg",color photo-screenprint on wove paper,False,Print,2023-05-09 18:51:25,China of To-day,https://www.nga.gov/collection/art-object-page.95282.html
"Baer, Howard;",,china,1945,National Gallery of Art,Corcoran Collection,182322,"https://media.nga.gov/iiif/3beda7a0-86f5-4445-b98a-456b547b3e7f/full/!384,384/0/default.jpg",lithograph in black on wove paper,False,Print,2023-05-09 18:51:25,China Supply Rendezvous,https://www.nga.gov/collection/art-object-page.182322.html
Niu Weiyu;,,china,"1950s, printed 2021",National Gallery of Art,Gift of The Gao Fan and Niu Weiyu Foundation,223384,"https://media.nga.gov/iiif/58a94935-9865-44a9-8201-8c62b09e06ed/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:25,China’s First Female Parachutist,https://www.nga.gov/collection/art-object-page.223384.html
"Camilli, Albert;",,china,c. 1936,National Gallery of Art,Index of American Design,27421,"https://media.nga.gov/iiif/bfae9c1c-0cdc-4301-91cb-ad010924e846/full/!384,384/0/default.jpg",watercolor and graphite on paper,False,Index of American Design,2023-05-09 18:51:25,Toy China Set,https://www.nga.gov/collection/art-object-page.27421.html
"Heine, William;Sarony, Napoleon;G. P. Putnam &amp; Co.;",,china,1856,National Gallery of Art,Corcoran Collection,193842,"https://media.nga.gov/iiif/16c3d2f6-5e87-42b0-95d3-298cf0dd7fed/full/!384,384/0/default.jpg",chromolithograph on Bristol board,False,Print,2023-05-09 18:51:25,"Old China Street, Canton",https://www.nga.gov/collection/art-object-page.193842.html
"Schiavonetti, Luigi;Wheatley, Francis;",,china,1794,National Gallery of Art,Rosenwald Collection,30783,"https://media.nga.gov/iiif/35feeb73-bb6b-429e-bb7e-04db84035904/full/!384,384/0/default.jpg",color stipple engraving,False,Print,2023-05-09 18:51:25,Sweet China Oranges,https://www.nga.gov/collection/art-object-page.30783.html
"Barye, Antoine-Louis;",,china,"model n.d., cast 1870/1992",National Gallery of Art,Corcoran Collection (Estate of George E. Tewksbury by his wife and daughter),177262,"https://media.nga.gov/iiif/dc987f83-a900-429f-bb06-9c4c5afd1e20/full/!384,384/0/default.jpg",bronze,True,Sculpture,2023-05-09 18:51:25,Cochin China Elephant,https://www.nga.gov/collection/art-object-page.177262.html
American 20th Century;,,china,1935/1942,National Gallery of Art,Index of American Design,27502,"https://media.nga.gov/iiif/454d44fb-67d9-4dbf-98ca-5d098ef86f97/full/!384,384/0/default.jpg","watercolor, graphite, and gouache on paperboard",False,Index of American Design,2023-05-09 18:51:25,German China Head Doll,https://www.nga.gov/collection/art-object-page.27502.html
"Cartier-Bresson, Henri;Magnum Photos;",,china,"1948, printed 1961",National Gallery of Art,Gift of Ann Ford Doyle,198583,"https://media.nga.gov/iiif/a47b2599-1bf1-4bc6-865b-0435f86308b9/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:25,"Beijing, China",https://www.nga.gov/collection/art-object-page.198583.html
"Conner, Lois;",,china,1985,National Gallery of Art,Corcoran Collection (Gift of Greg MacGregor Malcolm in memory of Peter Malcolm),174595,"https://media.nga.gov/iiif/e5ef7c3f-f172-430b-8e08-d61813e48eee/full/!384,384/0/default.jpg",platinum print,False,Photograph,2023-05-09 18:51:26,"Gaotien, China",https://www.nga.gov/collection/art-object-page.174595.html
"McCollum, J. Herman;",,china,c. 1941,National Gallery of Art,Index of American Design,20013,"https://media.nga.gov/iiif/0f0c49dd-ce0c-4bed-9f46-010c35d5a41c/full/!384,384/0/default.jpg","watercolor, graphite, and gouache on paperboard",False,Index of American Design,2023-05-09 18:51:26,Doll with China Head,https://www.nga.gov/collection/art-object-page.20013.html
"Towner, Edith;",,china,c. 1937,National Gallery of Art,Index of American Design,27440,"https://media.nga.gov/iiif/808bb24f-4443-433c-9232-146c1da967f6/full/!384,384/0/default.jpg","watercolor, graphite, and pen and ink on paper",False,Index of American Design,2023-05-09 18:51:26,Doll with China Head,https://www.nga.gov/collection/art-object-page.27440.html
"Nelson, Lelah;",,china,c. 1940,National Gallery of Art,Index of American Design,27450,"https://media.nga.gov/iiif/634dcf98-17bb-4315-b5b9-d31276051a06/full/!384,384/0/default.jpg",watercolor and graphite on paperboard,False,Index of American Design,2023-05-09 18:51:26,Doll with China Head,https://www.nga.gov/collection/art-object-page.27450.html
"Fitzgerald, Mary;",,china,1935/1942,National Gallery of Art,Index of American Design,27522,"https://media.nga.gov/iiif/e432f06c-ac2d-4645-adca-fe33bfaa036b/full/!384,384/0/default.jpg",watercolor and graphite on paper,False,Index of American Design,2023-05-09 18:51:26,Doll with China Head,https://www.nga.gov/collection/art-object-page.27522.html
"Porter, Mary;",,china,1935/1942,National Gallery of Art,Index of American Design,27595,"https://media.nga.gov/iiif/8f5368ed-7803-44dc-ae50-aead31fc5101/full/!384,384/0/default.jpg","watercolor, graphite, and pen and ink on paper",False,Index of American Design,2023-05-09 18:51:26,Doll with China Head,https://www.nga.gov/collection/art-object-page.27595.html
"Morath, Inge;",,china,1978,National Gallery of Art,Pepita Milmore Memorial Fund,224793,"https://media.nga.gov/iiif/09df9368-d687-4bd8-b0d9-20a02edeb20d/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Young Man, China",https://www.nga.gov/collection/art-object-page.224793.html
"Cartier, Ferdinand;",,china,1935/1942,National Gallery of Art,Index of American Design,17088,"https://media.nga.gov/iiif/0007d81b-7273-4e12-af55-5cd3ed4e3184/full/!384,384/0/default.jpg","watercolor, colored pencil, graphite on paperboard",False,Index of American Design,2023-05-09 18:51:26,Design from China Closet,https://www.nga.gov/collection/art-object-page.17088.html
"Ting, Walasse;Tamarind Institute;",,china,1964,National Gallery of Art,Gift of Dorothy J. and Benjamin B. Smith,64186,"https://media.nga.gov/iiif/606603a5-de2c-4b58-b768-5fb0fa0b2731/full/!384,384/0/default.jpg",lithograph (zinc) in black on Rives BFK paper,False,Print,2023-05-09 18:51:26,Dragon from China Sea,https://www.nga.gov/collection/art-object-page.64186.html
"Caseau, Charles;",,china,1935/1942,National Gallery of Art,Index of American Design,29972,"https://media.nga.gov/iiif/c56216bc-c433-4604-af7b-73e5a758acf5/full/!384,384/0/default.jpg",watercolor and graphite on paperboard,False,Index of American Design,2023-05-09 18:51:26,Glazed Stone China Pitcher,https://www.nga.gov/collection/art-object-page.29972.html
"Jacquemart, Jules-Ferdinand;",,china,,National Gallery of Art,Rosenwald Collection,58580,"https://media.nga.gov/iiif/b3246332-621a-4b25-aba2-3ef7fe577262/full/!384,384/0/default.jpg",etching,False,Print,2023-05-09 18:51:26,Five Pieces of China,https://www.nga.gov/collection/art-object-page.58580.html
"Conner, Lois;",,china,1991,National Gallery of Art,Corcoran Collection (Gift of Greg MacGregor Malcolm in memory of Peter Malcolm),174588,"https://media.nga.gov/iiif/6907809b-3792-47b3-b09d-621b2426ac57/full/!384,384/0/default.jpg",platinum print,False,Photograph,2023-05-09 18:51:26,"Fuli, Guangxi, China",https://www.nga.gov/collection/art-object-page.174588.html
"Keith, Elizabeth;",,china,1925,National Gallery of Art,Corcoran Collection (Gift of the Artist),182811,"https://media.nga.gov/iiif/6efc354f-2dac-47c7-bb92-139def942134/full/!384,384/0/default.jpg",color woodblock on laid paper,False,Print,2023-05-09 18:51:26,"Manchu Official, China",https://www.nga.gov/collection/art-object-page.182811.html
"Rauschenberg, Robert;",,china,1986,National Gallery of Art,Gift of the Robert Rauschenberg Foundation,72832,"https://media.nga.gov/iiif/602e4d4a-a386-4f7a-8020-692a3994037e/full/!384,384/0/default.jpg",acrylic and fabric collages on fabric laminated paper mounted on aluminum support with objects,False,Sculpture,2023-05-09 18:51:26,Sino-Trolley/ROCI CHINA,https://www.nga.gov/collection/art-object-page.72832.html
"Schmeisser, J&ouml;rg;",,china,1993,National Gallery of Art,Corcoran Collection (Gift of the artist),171641,"https://media.nga.gov/iiif/424903bc-f143-4c05-8df8-43bc1fa093ef/full/!384,384/0/default.jpg",color etching and aquatint on two sheets of wove paper,False,Print,2023-05-09 18:51:26,Second Journey to China,https://www.nga.gov/collection/art-object-page.171641.html
"Cartier-Bresson, Henri;Karas, George;",,china,1948,National Gallery of Art,Gift of Gary Davis,160712,"https://media.nga.gov/iiif/e7edece2-a4a2-45f4-921f-1cf504ba6805/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Archways, Beijing, China",https://www.nga.gov/collection/art-object-page.160712.html
"Conner, Lois;",,china,1991,National Gallery of Art,Corcoran Collection (Gift of Greg MacGregor Malcolm in memory of Peter Malcolm),174590,"https://media.nga.gov/iiif/5f4142cc-7f8c-4c54-ab13-75e578170c5b/full/!384,384/0/default.jpg",platinum print,False,Photograph,2023-05-09 18:51:26,"Longshan, Guangxi, China",https://www.nga.gov/collection/art-object-page.174590.html
"Cartier-Bresson, Henri;Grant, Allan;",,china,1948,National Gallery of Art,Gift of Gary Davis,160696,"https://media.nga.gov/iiif/258ef5a2-6e35-48e0-a29c-c9a91f708522/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Tea House, Beijing, China",https://www.nga.gov/collection/art-object-page.160696.html
"Conner, Lois;",,china,"1984, printed 1991",National Gallery of Art,Corcoran Collection (Gift of Greg MacGregor Malcolm in memory of Peter Malcolm),174592,"https://media.nga.gov/iiif/94f11ee3-6f28-4ff5-a71d-f863f4a0a243/full/!384,384/0/default.jpg",platinum print,False,Photograph,2023-05-09 18:51:26,"Da Guan Lo, Kunming, China",https://www.nga.gov/collection/art-object-page.174592.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160700,"https://media.nga.gov/iiif/1f33c060-f7bd-415d-b880-89616c143ff1/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Storefront, Beijing, China",https://www.nga.gov/collection/art-object-page.160700.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160707,"https://media.nga.gov/iiif/78ecd77e-86dc-4263-899f-d933b75365df/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Open Market, Beijing, China",https://www.nga.gov/collection/art-object-page.160707.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160692,"https://media.nga.gov/iiif/23af97fe-951d-482c-8b73-ab8e75a6c6b6/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Evacuation of Beijing, China",https://www.nga.gov/collection/art-object-page.160692.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160715,"https://media.nga.gov/iiif/14bbfb14-bf72-4ed9-8627-c32f8ec9c136/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Funeral Shop, Beijing, China",https://www.nga.gov/collection/art-object-page.160715.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160710,"https://media.nga.gov/iiif/25409b69-e913-4602-a6b2-875b5decffe8/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Dung Collector, Beijing, China",https://www.nga.gov/collection/art-object-page.160710.html
"Cartier-Bresson, Henri;Magnum Photos;",,china,1948,National Gallery of Art,Gift of Gary Davis,163942,"https://media.nga.gov/iiif/92f90e80-3a64-421f-b9a2-32aa03bc4c83/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Rickshaw Rider, Beijing, China",https://www.nga.gov/collection/art-object-page.163942.html
"Low, David;",,china,probably 1934,National Gallery of Art,Rosenwald Collection,8652,"https://media.nga.gov/iiif/4d7412a5-f81a-4ea6-a005-0d4c895d1262/full/!384,384/0/default.jpg",brush and black ink with blue chalk over graphite,False,Drawing,2023-05-09 18:51:26,"The ""Open Door"" Policy in China",https://www.nga.gov/collection/art-object-page.8652.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160706,"https://media.nga.gov/iiif/f28b805f-cb03-4b45-b03c-d0833372fb09/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:26,"Antiques Dealer, Beijing, China",https://www.nga.gov/collection/art-object-page.160706.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,163944,"https://media.nga.gov/iiif/a56a98a5-1678-49ac-91d1-12ab539e08a9/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Bok Choy Vendor, Beijing, China",https://www.nga.gov/collection/art-object-page.163944.html
"Novelli, Pietro Antonio;",,china,c. 1760,National Gallery of Art,Ailsa Mellon Bruce Fund,69658,"https://media.nga.gov/iiif/59168e2e-e79d-4410-9702-01f986e5c480/full/!384,384/0/default.jpg","pen and brown ink and pen and black ink, with gray wash over black chalk",False,Drawing,2023-05-09 18:51:27,The Marriage of Europe and China,https://www.nga.gov/collection/art-object-page.69658.html
"Conner, Lois;",,china,"1986, printed 1991",National Gallery of Art,Corcoran Collection (Gift of Greg MacGregor Malcolm in memory of Peter Malcolm),174594,"https://media.nga.gov/iiif/9e7a8310-f65d-4f9c-94b1-7d359d2abd8c/full/!384,384/0/default.jpg",platinum print,False,Photograph,2023-05-09 18:51:27,"Buddha, Le Shan, Szechuan, China",https://www.nga.gov/collection/art-object-page.174594.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160690,"https://media.nga.gov/iiif/ca2e8856-ca12-425f-bf7c-8c9e475f2f17/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Funeral Procession, Beijing, China",https://www.nga.gov/collection/art-object-page.160690.html
"Cartier-Bresson, Henri;Asnis, Al;",,china,1948,National Gallery of Art,Gift of Gary Davis,160691,"https://media.nga.gov/iiif/6fc4d51a-cf2e-44a7-a688-8365cde2c233/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Soldiers on Trolley, Beijing, China",https://www.nga.gov/collection/art-object-page.160691.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160705,"https://media.nga.gov/iiif/94b0c1b3-4f51-4295-9aef-c902877b743d/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Man Practicing Tai Chi, Beijing, China",https://www.nga.gov/collection/art-object-page.160705.html
"Durand, Francis Law;",,china,1939,National Gallery of Art,Index of American Design,17512,"https://media.nga.gov/iiif/5936108f-fb44-490f-9788-0cea06547bd5/full/!384,384/0/default.jpg","watercolor, colored pencil, gouache, pen and ink, and graphite on paperboard",False,Index of American Design,2023-05-09 18:51:27,Corner Cupboard (Used for Storing China),https://www.nga.gov/collection/art-object-page.17512.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160688,"https://media.nga.gov/iiif/7056fed0-fae3-471b-838a-6e40ee7f77e3/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Buying and Selling Birds, Beijing, China",https://www.nga.gov/collection/art-object-page.160688.html
"Cartier-Bresson, Henri;Urban, Peter;",,china,1948,National Gallery of Art,Gift of Gary Davis,160699,"https://media.nga.gov/iiif/d7af8255-48c1-4505-8b08-a9a833edbc6e/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Doctor with Street Display, Beijing, China",https://www.nga.gov/collection/art-object-page.160699.html
"Cartier-Bresson, Henri;Karas, George;",,china,1948,National Gallery of Art,Gift of Gary Davis,160680,"https://media.nga.gov/iiif/edcc9822-899a-4c2b-a0c8-1a587a21b764/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Soldier Practicing Tai Chi, Beijing, China",https://www.nga.gov/collection/art-object-page.160680.html
"Reindel, Edna;",,china,1942,National Gallery of Art,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",146081,"https://media.nga.gov/iiif/8e827ec3-b6ac-4485-968b-674be6537304/full/!384,384/0/default.jpg",lithograph,False,Print,2023-05-09 18:51:27,Untitled (Still Life with Flowers and China Cat),https://www.nga.gov/collection/art-object-page.146081.html
"Cartier-Bresson, Henri;Magnum Photos;",,china,1948,National Gallery of Art,Gift of Gary Davis,160714,"https://media.nga.gov/iiif/d36bed56-10bd-4f0b-9634-b370a370d3a8/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Parade of Conscripted Soldiers, Beijing, China",https://www.nga.gov/collection/art-object-page.160714.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160711,"https://media.nga.gov/iiif/fb5b6ed0-ece4-4e84-898c-d0262ce0feee/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Civilian Militia, Forbidden City, Beijing, China",https://www.nga.gov/collection/art-object-page.160711.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,163943,"https://media.nga.gov/iiif/f4712ce4-6548-4106-8f2f-a2633e490c0c/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"""Army Day"" Parade, Forbidden City, Beijing, China",https://www.nga.gov/collection/art-object-page.163943.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,163937,"https://media.nga.gov/iiif/b2c1a615-ab0e-4826-b6b9-538008a25c8b/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Children Scavenging Unburned Coal, Beijing, China",https://www.nga.gov/collection/art-object-page.163937.html
"Beato, Felice;",,china,1860,National Gallery of Art,Gift of Michael and Jane Wilson,163368,"https://media.nga.gov/iiif/b155e098-3e16-4e29-9636-274ffd7acb08/full/!384,384/0/default.jpg",albumen print,False,Photograph,2023-05-09 18:51:27,"Head Quarter House, First Division, Pehtang, China",https://www.nga.gov/collection/art-object-page.163368.html
"Cartier-Bresson, Henri;Magnum Photos;",,china,1948,National Gallery of Art,Gift of Gary Davis,160709,"https://media.nga.gov/iiif/1bc0c219-84d9-4751-a1ed-da722f2bc51b/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Colonel Prow and Girlfriend Cooking, Beijing, China",https://www.nga.gov/collection/art-object-page.160709.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160679,"https://media.nga.gov/iiif/863900dc-097b-4841-81c5-e90c241c29b7/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"""New Army Day Parade,"" Forbidden City, Beijing, China",https://www.nga.gov/collection/art-object-page.160679.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160713,"https://media.nga.gov/iiif/4d9e2eea-e102-44ae-aae3-fc40d7dfc84d/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Garrison Commander General Cho Ti Jen, Beijing, China",https://www.nga.gov/collection/art-object-page.160713.html
"Burtynsky, Edward;",,china,2005,National Gallery of Art,Corcoran Collection (Gift of the Artist),191472,"https://media.nga.gov/iiif/f9dd81d2-2a1f-4994-802a-0973005063a0/full/!384,384/0/default.jpg",chromogenic print,False,Photograph,2023-05-09 18:51:27,"Dam #6, Three Gorges Dam Project, Yangtze River, China",https://www.nga.gov/collection/art-object-page.191472.html
"Mir&oacute;, Joan;&Eacute;luard, Paul;Cramer, G&eacute;rald;Lacouri&egrave;re et Fr&eacute;laut;",,china,published 1958,National Gallery of Art,Rosenwald Collection,46993,"https://media.nga.gov/iiif/b5f01dda-ff4c-4b28-b2d7-490cf83d8a8d/full/!384,384/0/default.jpg","suite of eighty color woodcuts, some with collage, from a special edition of the unbound volume, printed without text, on China paper, with title page, table of contents, and colophon",False,Portfolio,2023-05-09 18:51:27,"A toute épreuve [suite of prints without text, on China paper, from special edition]",https://www.nga.gov/collection/art-object-page.46993.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Gary Davis,160708,"https://media.nga.gov/iiif/522e35b0-bc9a-44a5-befa-8236d3a07168/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Gifts for Army Recruits, Forbidden City, Beijing, China",https://www.nga.gov/collection/art-object-page.160708.html
"Ginsberg, Allen;",,china,1984,National Gallery of Art,Gift of Gary Davis,205235,"https://media.nga.gov/iiif/0a9488b8-b0ab-40e1-a132-5bb9133e30a3/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:27,"Irving Rosenthal, Burroughs' Naked Lunch editor at 1959 Chicago Review, Big Table Magazine, & Grove Press, author of Classic Sheeper (Grove, N.Y. 1967) prose, here at home an anonymous commune in San Francisco-- A visit October 12, 1984, we hadn't seen each other for several years, I was on my way to China--",https://www.nga.gov/collection/art-object-page.205235.html
"Ast, Balthasar van der;",,china,c. 1622,National Gallery of Art,Collection of Mrs. Paul Mellon,76208,"https://media.nga.gov/iiif/7bcebb1e-489c-4b9a-8773-9cd2bfec09e4/full/!384,384/0/default.jpg",oil on panel,True,Painting,2023-05-09 18:51:27,Basket of Flowers,https://www.nga.gov/collection/art-object-page.76208.html
"Ast, Balthasar van der;",,china,c. 1622,National Gallery of Art,Collection of Mrs. Paul Mellon,76207,"https://media.nga.gov/iiif/6b98db43-3aba-41b0-9b4a-a13ec1cfaf14/full/!384,384/0/default.jpg",oil on panel,True,Painting,2023-05-09 18:51:27,Basket of Fruits,https://www.nga.gov/collection/art-object-page.76207.html
