artist,comments,country,dated,department,description,id,img_url,medium,onview,role,submit_time,title,web_url
"Beato, Felice;",,china,1860,National Gallery of Art,Gift of Michael and Jane Wilson,163373,"https://media.nga.gov/iiif/85166593-b94c-4bf1-af6d-ccb70f89646c/full/!384,384/0/default.jpg",albumen print,False,Photograph,2023-05-09 18:51:49,"Interior of the North Fort Taku After Its Capture on August 21, 1860",https://www.nga.gov/collection/art-object-page.163373.html
"Muniz, Vik;",,china,"1989, printed 1995",National Gallery of Art,"Gift of Tony Podesta Collection, Washington, DC",225154,"https://media.nga.gov/iiif/ae96c339-3e77-4879-90ee-b2c9ca701f9f/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:49,Memory Rendering of Man Stopping Tank at Beijing,https://www.nga.gov/collection/art-object-page.225154.html
"Beato, Felice;",,china,1860,National Gallery of Art,Gift of Michael and Jane Wilson,163383,"https://media.nga.gov/iiif/5cc1a5bd-a833-4680-8702-73d573677332/full/!384,384/0/default.jpg",albumen print,False,Photograph,2023-05-09 18:51:49,"Mosque Near Pekin Occupied by the Commander-in-Chief and Lord Elgin, October 1860",https://www.nga.gov/collection/art-object-page.163383.html
Niu Weiyu;,,china,"1956, printed 2021",National Gallery of Art,Gift of The Gao Fan and Niu Weiyu Foundation,223385,"https://media.nga.gov/iiif/000a22a6-341f-4678-a98c-8f48b3df4fe1/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:49,Painter Yu Fei’an,https://www.nga.gov/collection/art-object-page.223385.html
"Beato, Felice;",,china,1860,National Gallery of Art,Gift of Michael and Jane Wilson,163394,"https://media.nga.gov/iiif/5d9b0f82-016f-41a4-a0a0-7467428ac459/full/!384,384/0/default.jpg",albumen print,False,Photograph,2023-05-09 18:51:49,"Part of the Entrance to the Lama Temple Near Pekin, October 1860",https://www.nga.gov/collection/art-object-page.163394.html
"Stieglitz, Alfred;",,china,1914,National Gallery of Art,Alfred Stieglitz Collection,35494,"https://media.nga.gov/iiif/8aba405e-37a9-4e33-bb3b-096fd90f9a53/full/!384,384/0/default.jpg",platinum print,False,Photograph,2023-05-09 18:51:49,Paul Haviland,https://www.nga.gov/collection/art-object-page.35494.html
"Bierstadt Brothers;Bierstadt, Charles;Bierstadt, Edward;",,china,1860s,National Gallery of Art,Robert B. Menschel and the Vital Projects Fund,169345,"https://media.nga.gov/iiif/d3a241a1-810b-4e97-85b1-62db664bccd4/full/!384,384/0/default.jpg",albumen print (carte-de-visite),False,Photograph,2023-05-09 18:51:49,"Rapids and Cascades, Franconia Notch, New Hampshire",https://www.nga.gov/collection/art-object-page.169345.html
"Beato, Felice;",,china,1860,National Gallery of Art,Gift of Michael and Jane Wilson,163372,"https://media.nga.gov/iiif/1898c2fa-1ae9-4d9f-8274-7a826518d6fd/full/!384,384/0/default.jpg",albumen print,False,Photograph,2023-05-09 18:51:49,"Rear of the North Fort After Its Capture, Showing the Retreat of the Chinese Army, August 21, 1860",https://www.nga.gov/collection/art-object-page.163372.html
"Beato, Felice;",,china,1860,National Gallery of Art,Gift of Michael and Jane Wilson,163380,"https://media.nga.gov/iiif/89a7cf58-d6ae-47ee-94cf-43c796966aec/full/!384,384/0/default.jpg",albumen print,False,Photograph,2023-05-09 18:51:49,"Sacred Temple of Heaven Where the Emperor Sacrifices Once a Year, in the Chinese City of Pekin, October 1860",https://www.nga.gov/collection/art-object-page.163380.html
"Bo, Hai;",,china,"2009, printed 2018",National Gallery of Art,Gift of Howard and Roberta Ahmanson,216671,"https://media.nga.gov/iiif/16426399-2858-42ec-9f7e-8f7281279c21/full/!384,384/0/default.jpg",inkjet print,False,Photograph,2023-05-09 18:51:49,Shadow-3,https://www.nga.gov/collection/art-object-page.216671.html
"Cartier-Bresson, Henri;",,china,1948,National Gallery of Art,Gift of Ann Ford Doyle,198584,"https://media.nga.gov/iiif/ee132ea4-90e7-4505-b9e9-d0020d163095/full/!384,384/0/default.jpg",gelatin silver print,False,Photograph,2023-05-09 18:51:49,Shanghai,https://www.nga.gov/collection/art-object-page.198584.html
